name,city,countryOne,code,lat,lon,type,countryTwo,id
Tumut Airport,,Australia,TUM,-35.26279831,148.2409973,air,,6d202330-cf38-40e2-82f3-dc06d8647fe3
Wangaratta Airport,,Australia,WGT,-36.41579819,146.3070068,air,,f944a82e-8798-4574-b985-099b7e4c4377
Warracknabeal Airport,,Australia,WKB,-36.32109833,142.4190063,air,,fa71b9db-602b-4093-b912-080b56a75612
Warren Airport,,Australia,QRR,-31.73329926,147.8029938,air,,6fc79b22-989d-4a38-8168-1cb50b946e00
West Sale Airport,Sale,Australia,SXE,-38.090827,146.965335,air,,10e25dbb-863d-43dc-b0c5-1383d7d546a0
West Wyalong Airport,West Wyalong,Australia,WWY,-33.93719864,147.1909943,air,,9193e455-ba8a-47cb-a5dd-1fac0a50921b
Young Airport,,Australia,NGA,-34.25559998,148.2480011,air,,cffbf9b5-cd9a-41c7-a986-4581355024b9
Guangzhou MR Air Base,Guanghua,China,LHK,32.38940048,111.6949997,air,,7cf514a7-11b9-4fb8-b123-50788606e5a6
Shiyan Wudangshan Airport,Shiyan,China,WDS,32.591667,110.907778,air,,28e22615-98e0-4756-b9f1-e0954b1f6736
Sunchon Air Base,Sunchon,North Korea,,39.415699,125.894997,air,,e8bea9b9-4b6c-4a44-bd12-5b108052458f
Huatugou Airport,Mengnai,China,HTT,38.201984,90.841495,air,,d35806e3-7522-4c79-8115-7ca35667948c
Baruun Urt Airport,,Mongolia,UUN,46.66030121,113.2850037,air,,8acd3d72-dc62-4ae3-a4d6-2ff05cacf912
Bengbu Airport,Bengbu,China,BFU,32.84773333,117.3202444,air,,457201f8-e0f6-4746-87d5-217fa0685483
Rugao Air Base,Rugao,China,RUG,32.25788498,120.5016556,air,,b9630d01-963e-47c3-9603-ea6838efdf1b
Wuhu Air Base,Wuhu,China,WHU,31.3906,118.408997,air,,443759fa-a8ad-450f-acdf-6fe9c1bfa67c
Shanshan Airport,Shanshan,China,SXJ,42.9117012,90.24749756,air,,f30ff7d7-1f76-4281-b07d-be1dac99b9c1
Yingkou Lanqi Airport,Yingkou,China,YKH,40.542524,122.3586,air,,5fb36dd2-89ff-4a16-aa5d-0cb6b9aa114c
Shenyang Dongta Airport,Shenyang,China,,41.78440094,123.4960022,air,,4ecac6f7-2983-4b74-b6ae-2e3014d066f1
Bogorodskoye Airport,Bogorodskoe,Russia,BQG,52.38,140.448,air,,e7adffb2-f7b4-4815-bb70-3522517c9f54
Itapiranga Airport,Itapiranga,Brazil,,-27.14249992,-53.68579865,air,,4985900b-2a28-4ee4-b16a-fd4dc9a67448
Aguas Calientes Airport,Aguas Calientes,Peru,,-8.833330154,-74.6832962,air,,2fa83040-9f46-49ad-8ddd-b0548e24b7b5
Rajiv Gandhi International Airport,Hyderabad,India,HYD,17.23131752,78.42985535,air,,35458c21-992d-4036-936a-8484c9bed3d2
Vancouver International Seaplane Base,Vancouver,Canada,,49.177047,-123.168154,air,,3db968c1-f6f1-4168-ae14-da42c3185671
Bressaucourt Airport,Bressaucourt-Porrentruy,Switzerland,,47.392677,7.028648,air,,885f08f8-0b6a-428d-b62e-1b49c555aadb
Parakou Airport,Parakou,Benin,PKO,9.357689857,2.609679937,air,,a062ef7b-24df-48f7-aa66-72abb4c9280a
Kandi Airport,Kandi,Benin,KDC,11.14479,2.940381,air,,86ac350b-ac61-44f7-86ca-9cbea57be2f3
Sokodé Airport,Sokode,Togo,,8.994275,1.153004,air,,e8764ecb-ecaf-4449-83dd-aa16f6201996
Sansanné-Mango Airport,Mango,Togo,,10.37301064,0.471382141,air,,b83a9ebe-c108-4773-8e6b-73ffe34efcee
Arnbruck Airport,Arnbruck,Germany,,49.12472153,12.98555565,air,,bde42bf5-13a4-4130-9acc-a13348d72937
Jacarepaguá - Roberto Marinho Airport,Rio de Janeiro,Brazil,,-22.987499,-43.369999,air,,bf15c7a9-b55f-4c54-bb1d-ac6369c1ccac
Hacaritama Airport,Aguachica,Colombia,,8.247,-73.5814,air,,e6a55cf8-abec-4e27-b20a-381aba834d3a
Hermannsburg Airport,Hermannsburg,Australia,HMG,-23.93000031,132.8049927,air,,31a17e1d-d3b1-40b5-95dd-014d77937899
Mount Davies Airport,Pipalyatjara,Australia,,-26.16670036,129.1329956,air,,afef9ac1-1c8b-4c78-8fe0-ee4bba0acce0
Areyonga Airport,Areyonga,Australia,,-24.06669998,132.2669983,air,,9ea9bdcf-44ba-4676-9a8b-1065654469af
Tracy Municipal Airport,Tracy,United States,,37.68899918,-121.4420013,air,,53777d33-16b0-4fa5-ad68-e58ef95ed2b6
Mount Allan Airport,Yuelamu,Australia,,-22.27499962,132.2169952,air,,1ebbb56e-a70a-4d32-ae98-ca4748ab43da
Everard Park Airport,Mimili,Australia,,-27.01670074,132.7169952,air,,2a504b0a-1185-4267-9901-90d2f22541c8
Warrabri Airport,Ali-Curung,Australia,,-21.0,134.3970032,air,,b91a6b0a-9e31-4106-919d-348a265e0b06
Krefeld-Egelsberg Airport,Krefeld,Germany,,51.38499832,6.587778091,air,,0bf96275-730f-4683-8a50-8fcfa814ecfa
Baidoa Airport,Baidoa,Somalia,BIB,3.102220058,43.62860107,air,,d6701e14-aba4-4682-8730-1e2b72e879b4
Ampilatwatja Airport,Ampilatwatja,Australia,,-21.65500069,135.2299957,air,,ae93a6d2-2e1c-4533-bc8d-e1869250efee
Kings Creek Airport,Petermann,Australia,KCS,-24.42329979,131.8350067,air,,598f660c-f4dd-47d4-ab8c-74b2977ef900
Harts Range Airport,Harts Range,Australia,,-22.98500061,134.9179993,air,,1612ac62-9a97-4a0f-976b-8f7e42366357
Elliott Airport,Elliott,Australia,,-17.52742958,133.529892,air,,8e17b8ca-5f83-4778-b355-1aae997b9f98
Papunya Airport,Papunya,Australia,,-23.24670029,131.9029999,air,,cf3e89dd-ebad-46fd-9779-a728339355fd
Fregon Airport,Fregon,Australia,,-26.77499962,132.0169983,air,,7f6181dc-e07a-4a45-81e2-8021aeb0457d
Mount Liebig Airport,Mt Liebig,Australia,,-23.24329948,131.2599945,air,,401a6806-8a14-43f0-9ca7-0c4651ace8ca
Bolton Field,Columbus,United States,,39.90119934,-83.13690186,air,,bcb3102a-5809-40f5-8214-be215756cff8
Baltrum Airport,Baltrum,Germany,BMR,53.72472382,7.373332977,air,,75ba81d9-73b5-411d-abe2-7f11a2f22ead
Skagit Regional Airport,Skagit,United States,MVW,48.47090149,-122.4209976,air,,887215e9-8fb5-4d88-9937-78d92f1e1869
Goondiwindi Airport,Goondiwindi,Australia,GOO,-28.52140045,150.3200073,air,,1bb66cc4-d0ba-4b33-8f82-f25a59f003bf
Liman Airfield,Odesa,Ukraine,,46.57851,30.703053,air,,15aca820-0aec-4d8c-a991-70d0945ac475
Lognes Emerainville Airport,Lognes,France,,48.821028,2.625967,air,,096523e6-a422-4a57-88e8-0ac5c82c1c40
Marion County Brown Field,Jasper,United States,APT,35.060699,-85.585297,air,,d96d796e-af2d-4ca6-8624-bbe426b5fc25
Evergreen Regional Airport/Middleton Field,Evergreen,United States,,31.4158,-87.043999,air,,32c3d3ed-6c3c-41fa-85c0-978797304336
Pryor Field Regional Airport,Decatur,United States,DCU,34.65269852,-86.94539642,air,,0ce4c319-11f3-479e-9f7b-6e42ae4a4ce0
Glasgow Municipal Airport,Glasgow,United States,GLW,37.03179932,-85.9536972,air,,a8252260-5e93-4705-87a6-ea25597cf963
Danielson Airport,Danielson,United States,,41.81969833,-71.90100098,air,,dab258d3-c54c-41ca-90a2-806e7220eabd
Docker River Airport,Docker River,Australia,DKV,-24.86000061,129.0700073,air,,c33356bd-941f-4722-a944-12edacf5d3fa
Clearfield Lawrence Airport,Clearfield,United States,,41.04859924,-78.4131012,air,,92654635-d7b2-46ff-8101-6939a070a32b
Jasper County Airport,Rensselaer,United States,RNZ,40.94789886,-87.18260193,air,,7658f86c-9178-4af3-967b-5e3bddcbf002
Ti Tree Airport,Ti Tree,Australia,,-22.13170052,133.4199982,air,,afe2ebd1-277f-476d-b973-5b2e6bbe41c5
Sabetta International Airport,Sabetta,Russia,SBT,71.219167,72.052222,air,,fe112e8f-f2be-4821-bd7e-9e9dc5d72463
Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,AXF,38.74831,105.58858,air,,96810817-43c5-4fd5-a092-ae840dea021d
El Fuentero Airport,Svenborg,Denmark,,7.099999905,-69.58333588,air,,2357e71b-53b6-4c28-9f7a-cc421b3d035c
Sturgate Airfield,Eger,Hungary,,53.3810997,-0.685277998,air,,960df73c-24bd-44a6-a5bd-5a247657d95f
Simberi Airport,Simberi Island,Papua New Guinea,NIS,-2.662222222,151.9977778,air,,def50f0b-1b09-4194-b3af-cf8cde3b7336
Bulolo Airport,Bulolo,Papua New Guinea,BUL,-7.216286671,146.6495419,air,,a7be49f4-11f2-4bed-b23e-d57576a6573a
Kintore Airport,Kintore,Australia,,-23.26499939,129.3869934,air,,14a19ba8-0af3-4a88-9f4d-71ef5dd70abd
Statesboro Bulloch County Airport,Statesboro,United States,TBR,32.48270035,-81.73690033,air,,b7f322b1-74e3-4009-8bac-9af370de1019
Utopia Airport,Utopia,Australia,,-22.05500031,134.7899933,air,,fde12695-b27d-4f2f-bd83-29dc62cdf0ad
Nyrripi Airport,Nyirripi,Australia,,-22.64529991,130.5650024,air,,f41c7964-a6ca-49da-ba14-080ad97745e5
Amata Airport,Amata,Australia,AMT,-26.10829926,131.2070007,air,,69483472-ad0c-403d-a2be-91f6f2aa900e
Glacier Country Heliport,Franz Josef,New Zealand,,-43.38722,170.18,air,,947d9fd8-a165-49fa-a118-e29a6b4596ac
Erldunda Airport,Erldunda,Australia,EDD,-25.2057991,133.2539978,air,,0cbd375f-7969-4792-8108-aff2788e1a9d
Helisul I Heliport,Foz do Iguassu,Brazil,,-25.60416794,-54.49361038,air,,5b98dde1-b2ea-49b6-948f-d4d7dd970ca6
Finke Airport,Finke,Australia,FIK,-25.59469986,134.5829926,air,,55b8aeee-7229-4f11-8941-68c23aa96a0f
Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,Brazil,JJG,-28.6753,-49.0596,air,,b5663876-d00a-4e0c-87a0-361415453fba
Nypari Airport,Angatja Homeland,Australia,,-26.20000076,130.2330017,air,,0ca58fd8-5e89-426a-a5f7-ac8f95369497
Ihtiman Airfield,Ihtiman,Bulgaria,,42.42189,23.767221,air,,890a3a89-99ad-4b11-ade6-4542aaa6ff77
Vogtareuth Airport,Vogtareuth,Germany,,47.94610977,12.2047224,air,,dd8bde16-eeac-46ae-acaa-91a88ebd6ecd
[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,Not Specified,New Zealand,,89.5,0.0001,air,,06a4540c-fe24-402b-87bf-aa0cd81b35ac
New Smyrna Beach Municipal Airport,New Smyrna Beach,United States,,29.0557003,-80.94889832,air,,a19372b2-06b6-4602-8e37-a5d4f8b17cdc
Las Vegas Helicopters Heliport,Las vegas,United States,,36.10810089,-115.1740036,air,,67260e2c-08ba-4de9-9994-43e2aac494df
Delta Camp Airport,Delta Camp,Botswana,,-19.5323,23.0925,air,,6e9fb9c9-0971-4329-a3b8-1b6cab99eedd
Hwange (Town) Airport,Hwange,Zimbabwe,WKI,-18.362967,26.519791,air,,6c822882-a02f-408c-82de-d8f7979c961a
Harbour (Public) Heliport,Vancouver,Canada,,49.28689211,-123.1061123,air,,1388be8c-97b7-4475-9dd5-689ba28229c4
Victoria Harbour (Camel Point) Heliport,Victoria,Canada,,48.41809845,-123.3880005,air,,c22ae59e-f16e-43cc-bc85-448f9c8c58fa
Shushenskoye Airport,Shushenskoye,Russia,,53.38499832,92.04499817,air,,18549e75-6fde-4a16-a048-e016695a4397
Stockerau Airport,Stockerau,Austria,,48.40999985,16.19169998,air,,fde742b1-f297-434b-a1e9-dca7532ed556
Klaipėda Airport,Klaipeda,Lithuania,KLJ,55.7118988,21.24279976,air,,f058e6d2-3d71-458c-9f94-1dead4f155f6
Iowa County Airport,MINERAL POINT,United States,,42.886799,-90.236198,air,,e02b3807-84c3-48aa-afdb-a6c64df165aa
West Bend Municipal Airport,WEST BEND,United States,ETB,43.42219925,-88.12789917,air,,640532a3-a27d-4a02-a663-574cdc6fd0d3
Gaylord Regional Airport,GAYLORD,United States,GLR,45.01350021,-84.70359802,air,,7a95dba1-98e4-4096-9888-928cf80e5603
Anderson Municipal Darlington Field,ANDERSON,United States,AID,40.10860062,-85.61299896,air,,0eb3d926-d59d-484f-9c00-e7f7be977450
Cenej Airport,Novi Sad,Serbia,QND,45.385799,19.839199,air,,60c93e81-9306-41ce-a4b8-b68de7dfb79b
Grundarfjörður Airport,Grundarfjordur,Iceland,GUU,64.99140167,-23.22470093,air,,69a6e926-972c-4e8f-bbef-d9fdf2b04867
Prairie Du Chien Municipal Airport,Prairie du Chien,United States,PCD,43.01929855,-91.123703,air,,defef289-a535-4c72-8c82-bd554c9d2cc4
Cascade Heliport,Kobok,Indonesia,,47.512346,-120.488691,air,,cc58b271-1fa3-44ea-a8b9-d4b255b8552e
Air Orlando Heliport,Orlando,United States,,28.43560028,-81.47309875,air,,cd28da29-f4a2-46be-8c52-f12533ab1327
Tórshavn/Bodanes Heliport,Torshavn,Faroe Islands,,62.02170181,-6.757420063,air,,6d1d5c15-2aed-448d-bd12-f8aaf2a9a398
Otjiwarongo Airport,Otjiwarongo,Namibia,OTJ,-20.43470001,16.66080093,air,,fed59c91-9c7e-4cbd-b091-7249f8e9fdf3
RAF Mona,Mona,United Kingdom,,53.258598,-4.37355,air,,326afb4f-2cd2-4240-b6c1-819aa1c03145
Rerik-Zweedorf Airport,Rerik,Germany,,54.08194351,11.64916706,air,,16790e96-607e-4c06-bff6-738a5f5c5cd5
Fazenda Vaticano Airport,Cruz,Brazil,,-21.294443,-56.11861,air,,cf657e96-afc1-481c-b50d-a8f3de3bc85b
Stanly County Airport,Albemarle,United States,,35.41669846,-80.15080261,air,,43606631-6fa0-44ab-90c1-75aeb56d79fd
Davidson County Airport,Lexington,United States,,35.78110123,-80.30380249,air,,cb8778b0-7d66-4a69-af47-b0b523678a96
Windwood Fly-In Resort Airport,Davis,United States,,39.05509949,-79.43139648,air,,edb21f66-9327-4ae4-ab86-9ed46d8bc490
Lathan Strip,Mocksville,United States,,34.87630081,-80.61920166,air,,0be90edf-0bad-4886-9775-e6eba3e64bda
Double Eagle II Airport,Albuquerque,United States,,35.14519882,-106.7949982,air,,0473bb3c-97eb-4349-8569-d97c4f9c08e5
Socorro Municipal Airport,Socorro,United States,,34.02249908,-106.9029999,air,,9ad9932a-f10a-4dcf-8aa3-3810d0fbb738
Bentonville Municipal-Louise M Thaden Field,Bentonville,United States,,36.34569931,-94.21929932,air,,48cedae3-9a07-453b-90e0-933a5c93824d
Blue Ridge Airport,Martinsville,United States,,36.63069916,-80.01830292,air,,051cfa5b-24a0-4de7-8ff0-45b16b2b0ca7
Mount Airy Surry County Airport,Mount Airy,United States,,36.45970154,-80.5530014,air,,35afe64a-f27f-41d8-bd83-c62604ec98f1
Taos Regional Airport,Taos,United States,TSM,36.45819855,-105.6719971,air,,b735c73d-cea3-443b-836d-5b526bbcc0c2
Raton Municipal-Crews Field,Raton,United States,RTN,36.74150085,-104.5019989,air,,0d65ff89-4aca-44f5-9e76-5082fda90095
Rusk County Airport,Ladysmith,United States,,45.49679947,-91.00050354,air,,44114ead-fb26-4132-95b6-8086d37a102c
Perry Lefors Field,Pampa,United States,PPA,35.61299896,-100.9960022,air,,df379c07-c8b2-4bda-bdb4-879c4fe3bbee
William R. Pogue Municipal Airport,Sand Springs,United States,,36.1753006,-96.15180206,air,,d84c543f-72ee-48da-93d9-3c7f1d5bcdb2
Marion County Regional Airport,Flippin,United States,FLP,36.29090118,-92.59030151,air,,7927add0-5560-423f-a240-d77bcb694c62
Hutchinson County Airport,Borger,United States,BGD,35.70090103,-101.3939972,air,,b7aba83c-2519-433a-8e43-8a32f7a5d3e0
Budaörs Airfield,Budaoers,Hungary,,47.451099,18.9806,air,,c98de1f5-032a-461d-bea3-6016f85622fa
Jakabszállás Airport,Jakabszallas,Hungary,,46.74720001,19.60560036,air,,a85ec330-15c2-410e-b6c9-76cb8a5edc22
St. Helena Airport,Longwood,United Kingdom,HLE,-15.957725,-5.645943,air,,9708f05d-0a11-4a81-b1e9-36c159b54d6a
Bonn-Hangelar Airport,Sankt-Augustin,Germany,BNJ,50.76889038,7.163332939,air,,bca13a3c-b62f-4469-a30e-9893da052480
Nogliki Airport,Nogliki,Russia,NGK,51.780102,143.139008,air,,d152bdb8-0d35-4224-8878-a82c8b54c208
Santa Ynez Airport,Santa Ynez,United States,SQA,34.60680008,-120.0759964,air,,6f7e4327-b0c3-447c-be4a-e94f47beda96
Delingha Airport,Haixi,China,HXD,37.125286,97.268658,air,,613f806c-4e5a-46d3-a7d9-db8da360864e
Qionghai Bo'ao Airport,Qionghai,China,BAR,19.13824,110.454775,air,,3f247ef8-059f-445a-b89f-15ac40910123
Northeim Airport,Northeim,Germany,,51.70639038,10.03972244,air,,2d592545-9a49-4c4b-8503-4190abe6b9cf
Reggio Emilia Airport,Reggio Emilia,Italy,,44.698299,10.6628,air,,fea9427d-da7a-40fd-a08c-cced395453a4
Bowen Airport,Bowen,Australia,ZBO,-20.0182991,148.2149963,air,,ba145966-3ee7-4892-8c6e-ce144b45a07d
Ulanqab Jining Airport,Wulanchabu,China,UCB,41.129722,113.108056,air,,e73ea93b-acd1-4507-9edf-b848e247a660
Odienne Airport,Odienne,Cote d'Ivoire,KEO,9.5,-7.566999912,air,,d2e3dbd8-b9b3-46fe-9815-d6a90c4be35a
Siguiri Airport,Siguiri,Guinea,GII,11.43299961,-9.166999817,air,,91567c6c-eee8-4eda-8c09-4c631478ea24
Nzérékoré Airport,Nzerekore,Guinea,NZE,7.806019306,-8.701797485,air,,9afd682d-7824-431d-bf95-046cf57c84fc
Boolgeeda,Brockman,Australia,OCM,-22.54,117.275,air,,ca7c4728-1f8e-4aa0-b104-af5551346ef8
Shaoyang Wugang Airport,Shaoyang,China,WGN,26.802,110.642,air,,9cca3c4d-3e1c-4126-988c-07f0e94bf76d
9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,Brazil,TXF,-17.52449989,-39.66849899,air,,d35419ee-b819-4c0f-a8b2-967177108eb6
Spartanburg Downtown Memorial Airport,Spartangurg,United States,SPA,34.91569901,-81.95649719,air,,51f3fa25-1410-4464-a265-3011fc7d1e41
Bajawa Soa Airport,Bajawa,Indonesia,BJW,-8.70743498,121.0574269,air,,bd464ecc-88d4-44ca-8bd5-7b85f01318bf
Torgau-Beilrode Airport,Gransee,Germany,,51.570907,13.051641,air,,1695d390-389d-49f2-8e44-63877441cddd
Annobón Airport,San Antonio de Pale,Equatorial Guinea,NBN,-1.410277,5.621944,air,,df9978bd-0c2e-4b3c-93b6-9abd75741c93
Renk Airport,Huangshan,China,,11.83246927,32.81049728,air,,570d1cae-eef5-4590-a160-d29e4c69ffe6
Oyo Ollombo Airport,Oyo,Congo (Brazzaville),OLL,-1.226666,15.91,air,,070ad721-6b30-46f0-bf19-3e82dcc10519
Port Hardy Seaplane Base,Port Hardy,Canada,,50.71670151,-127.4830017,air,,7346eb7e-0764-4fc8-b83f-b584a3d992ba
Tri-City Airport,Parsons,United States,PPF,37.32989883,-95.5062027,air,,553438a7-8e87-4228-9355-26886a027588
Boun Neau Airport,Phongsaly,Laos,PCQ,21.6475,101.9,air,,3993327f-10f4-40db-b538-fe77287779ad
Waycross Ware County Airport,Waycross,United States,AYS,31.24909973,-82.39550018,air,,9d84032f-6ef9-42ae-8117-9d2d106e773c
Blaise Diagne International Airport,Diass,Senegal,DSS,14.67,-17.073333,air,,263412fa-7a1d-4d44-b766-ca7f4ec1de58
Mid-State Regional Airport,Philipsburg,United States,,40.88439941,-78.08730316,air,,bbc95ac8-e245-4e2f-965f-ec9e6a6138f1
Greater Portsmouth Regional Airport,Portsmouth,United States,PMH,38.84049988,-82.84729767,air,,b2b34f5a-0651-4600-a807-919375f63132
Coonawarra Airport,Coonawarra,Australia,,-37.28329849,140.8000031,air,,7b7efeb4-9cc6-4eff-b0f4-64c75ccb8f10
Naracoorte Airport,Naracoorte,Australia,NAC,-36.98529816,140.7250061,air,,f33366c0-d68e-467f-a6e6-2004e45fb7d0
Camilla Mitchell County Airport,Camilla,United States,,31.21290016,-84.23680115,air,,6fa2f014-69a9-4c62-bb3e-97f8aa550e56
Clarenville Airport,Clarenville,Canada,,48.27470016,-53.9239006,air,,7f892db4-e511-4620-b8e2-a93fa821994d
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,PGZ,-25.1847,-50.1441,air,,e41ae79d-edab-4272-bc3f-7cb0bdeaa202
Palenque International Airport,Palenque,Mexico,PQM,17.533153,-92.015484,air,,388b15e3-4b4a-4644-a45f-fc0b0b79597a
Caloundra Airport,Caloundra,Australia,CUD,-26.79999924,153.1000061,air,,85288641-842a-4357-9b40-bde108c287c5
Clarks Point Airport,Clarks Point,United States,CLP,58.83369827,-158.529007,air,,3a4545de-2e77-40cd-bdbd-211c1b0e1f7c
Ospika Airport,Williston Lake,Canada,,56.27500153,-124.052002,air,,69bdfeb0-b287-4291-9401-b7fa6c0833b4
Charlottetown Airport,Charlottetown,Canada,,52.76499939,-56.11560059,air,,04455c95-44db-45ef-9506-d4d51dd3b846
Doris Lake,Doris Lake,Canada,JOJ,68.12527466,-106.5852814,air,,9498a9da-e3f2-4a3b-b355-c78f2090d884
Costa Esmeralda Airport,Tola,Nicaragua,ECI,11.427542,-86.033361,air,,2edf980b-deec-48cd-b1b9-4ec575ba4586
Monte Cristi Airport,Montecristi,Dominican Republic,,19.86529922,-71.64530182,air,,1687ec6b-007d-458b-8d1e-fab0ce4bad9d
El Papalon Airport,San Miguel,El Salvador,,13.44410038,-88.1269989,air,,154b8624-1453-48d7-98d2-25a496b9315a
Sandpoint Airport,Sandpoint,United States,,48.29949951,-116.5599976,air,,0a07f9fd-7137-4350-9771-32f93c052515
Attu Heliport,Attu,Greenland,QGQ,67.94066286,-53.62186968,air,,0a6a65d6-27c6-4ba4-ad14-9d36c1e6c9ea
Kangaatsiaq Heliport,Kangaatsiaq,Greenland,QPW,68.31265749,-53.46020758,air,,94bb3d89-b052-425c-a0e5-8421e5d5f82d
Kitsissuarsuit Heliport,Kitsissuarsuit,Greenland,QJE,68.857926,-53.12329531,air,,6a617bb1-8a24-4362-b10e-71e9fe6e540a
Niaqornaarsuk Heliport,Niaqornaarsuk,Greenland,,68.236381,-52.852148,air,,45744e4a-ec39-4cef-ba6e-83ce3092d125
Ilimanaq Heliport,Ilimanaq,Greenland,XIQ,69.080915,-51.11431539,air,,07feb5d6-3151-4ade-a804-35a864639070
Qeqertaq Heliport,Qeqertaq,Greenland,QQT,69.99586111,-51.30091667,air,,619f9219-1f1f-40b4-9ae3-3220464739f7
Saqqaq Heliport,Saqqaq,Greenland,,70.011448,-51.932142,air,,43330a05-7ad5-4940-b5ac-15787e233735
Savissivik Heliport,Savissivik,Greenland,,76.01861346,-65.11768341,air,,45bf50f6-9254-43b8-b536-5a62384fb9a5
Siorapaluk Heliport,Siorapaluk,Greenland,,77.78651735,-70.63865662,air,,b298d635-220f-4c12-8b75-052a307aafc2
Aappilattoq (Qaasuitsup) Heliport,Aappilattoq,Greenland,,72.88702982,-55.59628665,air,,fa27b736-aaee-422a-9f92-0e7946a6a993
Innarsuit Heliport,Innaarsuit,Greenland,,73.19989534,-56.01081669,air,,72ec737c-e489-443e-a937-309d65c7e835
Kangersuatsiaq Heliport,Kangersuatsiaq,Greenland,,72.38109155,-55.53658605,air,,a8eb3595-6ed4-47e7-a054-170cf0ffdb7e
Kullorsuaq Heliport,Kullorsuaq,Greenland,,74.57804983,-57.22682834,air,,01d7a73a-e9c7-4b4e-ac66-76b99cc167a4
Nuussuaq Heliport,Nuussuaq,Greenland,,74.10985285,-57.06503749,air,,8131a8bb-9603-4535-84a8-46a947319e91
Tasiusaq (Qaasuitsup) Heliport,Tasiusaq,Greenland,,73.3730545,-56.06027985,air,,3f7c03b5-5e42-4b3b-8e8d-03ec5f32f7b9
Upernavik Kujalleq Heliport,Upernavik Kujalleq,Greenland,,72.15274253,-55.53098559,air,,7886a59e-ad9f-4a58-95e1-b23ff9cbe243
Aappilattoq (Kujalleq) Heliport,Aappilattoq,Greenland,,60.148357,-44.286916,air,,07a47865-6e7e-4d6f-aaa2-233498e3ff08
Tasiusaq (Kujalleq) Heliport,Tasiusaq,Greenland,,60.19430531,-44.813447,air,,11424388-0024-4339-9cbb-a0a00066543f
Narsaq Kujalleq Heliport,Narsaq Kujalleq,Greenland,,60.004694,-44.656935,air,,da56723e-1588-4396-a23d-8393e8d428cd
Ikamiut Heliport,Ikamiut,Greenland,QJI,68.6342531,-51.83226228,air,,8e436d7d-9b5f-48b4-b14a-daa7c7f8889f
Ammassivik Heliport,Ammassivik,Greenland,,60.597376,-45.382445,air,,6f377a8d-cdd7-470b-a64f-2825d350fd64
Eqalugaarsuit Heliport,Eqalugaarsuit,Greenland,QFG,60.61971965,-45.91406196,air,,5a981c45-0056-4624-9cfd-ba1e27cfcd66
Qassimiut Heliport,Qassimiut,Greenland,,60.78095923,-47.15624928,air,,a5e96b0f-9f7c-4094-a899-a0fda84fbb84
Tiniteqilaaq Heliport,Tiniteqilaaq,Greenland,,65.89202734,-37.78340936,air,,9f32565b-e480-44cd-b7d0-9df82da3ea39
Isortoq Heliport,Isortoq,Greenland,,65.54779239,-38.97655249,air,,fedede7d-cb83-4d1c-909f-b345a6d44129
Kuummiut Heliport,Kuummiit,Greenland,,65.86393474,-36.99791908,air,,1e6f2f39-7b02-4cbf-993d-5e82e10a642e
Sermiligaaq Heliport,Sermiligaaq,Greenland,,65.90591976,-36.3782537,air,,4e673f1f-298f-4ae6-b803-7a34c3821018
Ikerassaarsuk Heliport,Ikerasaarsuk,Greenland,QRY,68.14088101,-53.44145894,air,,928be3b6-8ef0-47ff-97ae-e8fb34307124
Illorsuit Heliport,Illorsuit,Greenland,,71.24194404,-53.56287718,air,,6c65fa40-d388-4f01-b3d7-5e787f2799f2
Nuugaatsiaq Heliport,Nuugaatsiaq,Greenland,,71.53876875,-53.20503831,air,,fe06f4e9-87e9-4172-9dd0-af5982aa57b9
Saattut Heliport,Saattut,Greenland,,70.81117198,-51.63128972,air,,a3368b3f-d3d6-4b93-9cd2-8d11bfffcd5a
Ikerasak Heliport,Ikerasak,Greenland,,70.49814535,-51.3030839,air,,19fd7927-6d6c-4603-8582-821a03271f9a
Niaqornat Heliport,Niaqornat,Greenland,,70.78938469,-53.66294503,air,,e8453f35-aa8b-417c-9a97-db9ac95d4d18
Ukkusissat Heliport,Ukkusissat,Greenland,,71.04943849,-51.8900156,air,,b1350945-439d-40b3-aa4b-aef957fda39c
Olhos D`água Airport,Agua Boa,Brazil,,-14.019444,-52.152222,air,,ad937207-a673-408f-8ff6-456d0ff70ec1
Novo Progresso Airport,Novo Progresso,Brazil,NPR,-7.125833,-55.400833,air,,fc3ed01b-fe36-49df-9426-b4bde5ff04f2
Adolino Bedin Regional Airport,Sorriso,Brazil,SMT,-12.479177,-55.672341,air,,c914e53d-53ab-4bec-b9a6-69078acce318
Serra da Capivara Airport,Sao Raimundo Nonato,Brazil,,-9.082778,-42.644444,air,,81ec728e-36db-475d-b796-2ecbfad21e2e
Encarnación Airport,Encarnacion,Paraguay,ENO,-27.227366,-55.837495,air,,398406e1-2243-450a-981c-89e0d9e436dc
Amatopo Airstrip,Amatopo,Suriname,,3.547885,-57.633958,air,,076de676-6a96-4b29-b1ff-b0d179efe1c2
Poeketi Airstrip,Poeketi,Suriname,,4.126389,-54.623611,air,,c5478fd5-078f-4698-8047-dbe55a2fcbbd
